lat;lon;grupo
-52.00;-75.00;1
-52.00;-74.75;1
-52.00;-74.25;1
-52.00;-73.75;1
-52.00;-73.50;1
-52.00;-73.00;1
-52.00;-72.75;1
-52.00;-72.50;1
-52.00;-72.25;1
-52.00;-72.00;1
-52.00;-71.75;1
-52.00;-71.50;1
-52.00;-71.25;1
-52.00;-71.00;1
-52.00;-70.75;1
-52.00;-70.50;1
-52.00;-70.25;1
-52.00;-70.00;1
-52.00;-69.75;1
-52.00;-69.50;1
-52.00;-69.25;1
-52.00;-69.00;1
-52.00;-68.75;1
-52.00;-60.75;1
-52.00;-60.50;1
-52.00;-59.50;1
-52.00;-59.25;1
-52.00;-58.75;1
-51.75;-74.50;1
-51.75;-74.00;1
-51.75;-73.75;1
-51.75;-73.50;1
-51.75;-73.25;1
-51.75;-72.50;1
-51.75;-72.25;1
-51.75;-72.00;1
-51.75;-71.75;1
-51.75;-71.50;1
-51.75;-71.25;1
-51.75;-71.00;1
-51.75;-70.75;1
-51.75;-70.50;1
-51.75;-70.25;1
-51.75;-70.00;1
-51.75;-69.75;1
-51.75;-69.50;1
-51.75;-69.25;1
-51.75;-69.00;1
-51.75;-61.25;1
-51.75;-60.50;1
-51.75;-60.25;1
-51.75;-60.00;1
-51.75;-59.50;1
-51.75;-59.25;1
-51.75;-58.75;1
-51.75;-58.50;1
-51.50;-74.25;1
-51.50;-74.00;1
-51.50;-73.75;1
-51.50;-73.50;1
-51.50;-73.25;1
-51.50;-72.75;1
-51.50;-72.50;1
-51.50;-72.25;1
-51.50;-72.00;1
-51.50;-71.75;1
-51.50;-71.50;1
-51.50;-71.25;1
-51.50;-71.00;1
-51.50;-70.75;1
-51.50;-70.50;1
-51.50;-70.25;1
-51.50;-70.00;1
-51.50;-69.75;1
-51.50;-69.50;1
-51.50;-60.25;1
-51.50;-60.00;1
-51.50;-59.75;1
-51.50;-59.00;1
-51.50;-58.75;1
-51.50;-58.50;1
-51.50;-58.25;1
-51.50;-58.00;1
-51.25;-75.25;1
-51.25;-74.75;1
-51.25;-74.50;1
-51.25;-73.75;1
-51.25;-73.50;1
-51.25;-73.25;1
-51.25;-73.00;1
-51.25;-72.75;1
-51.25;-72.50;1
-51.25;-72.25;1
-51.25;-72.00;1
-51.25;-71.75;1
-51.25;-71.50;1
-51.25;-71.25;1
-51.25;-71.00;1
-51.25;-70.75;1
-51.25;-70.50;1
-51.25;-70.25;1
-51.25;-70.00;1
-51.25;-69.75;1
-51.25;-69.50;1
-51.25;-69.25;1
-51.25;-60.75;1
-51.25;-59.75;1
-51.25;-59.50;1
-51.25;-58.75;1
-51.25;-58.50;1
-51.00;-75.00;1
-51.00;-74.75;1
-51.00;-74.00;1
-51.00;-73.75;1
-51.00;-73.50;1
-51.00;-73.25;1
-51.00;-73.00;1
-51.00;-72.75;1
-51.00;-72.50;1
-51.00;-72.25;1
-51.00;-72.00;1
-51.00;-71.75;1
-51.00;-71.50;1
-51.00;-71.25;1
-51.00;-71.00;1
-51.00;-70.75;1
-51.00;-70.50;1
-51.00;-70.25;1
-51.00;-70.00;1
-51.00;-69.75;1
-51.00;-69.50;1
-50.75;-74.75;1
-50.75;-74.25;1
-50.75;-74.00;1
-50.75;-73.75;1
-50.75;-73.50;1
-50.75;-73.25;1
-50.75;-73.00;1
-50.75;-72.75;1
-50.75;-72.50;1
-50.75;-72.25;1
-50.75;-72.00;1
-50.75;-71.75;1
-50.75;-71.50;1
-50.75;-71.25;1
-50.75;-71.00;1
-50.75;-70.75;1
-50.75;-70.50;1
-50.75;-70.25;1
-50.75;-70.00;1
-50.75;-69.75;1
-50.75;-69.50;1
-50.50;-75.50;1
-50.50;-74.75;1
-50.50;-74.50;1
-50.50;-74.25;1
-50.50;-74.00;1
-50.50;-73.50;1
-50.50;-73.25;1
-50.50;-73.00;1
-50.50;-72.75;1
-50.50;-72.50;1
-50.50;-72.25;1
-50.50;-72.00;1
-50.50;-71.75;1
-50.50;-71.50;1
-50.50;-71.25;1
-50.50;-71.00;1
-50.50;-70.75;1
-50.50;-70.50;1
-50.50;-70.25;1
-50.50;-70.00;1
-50.50;-69.75;1
-50.50;-69.50;1
-50.50;-69.25;1
-50.25;-75.25;1
-50.25;-74.75;1
-50.25;-74.50;1
-50.25;-74.25;1
-50.25;-74.00;1
-50.25;-73.75;1
-50.25;-73.50;1
-50.25;-73.25;1
-50.25;-73.00;1
-50.25;-72.75;1
-50.25;-72.50;1
-50.25;-72.25;1
-50.25;-72.00;1
-50.25;-71.75;1
-50.25;-71.50;1
-50.25;-71.25;1
-50.25;-71.00;1
-50.25;-70.75;1
-50.25;-70.50;1
-50.25;-70.25;1
-50.25;-70.00;1
-50.25;-69.75;1
-50.25;-69.50;1
-50.25;-69.25;1
-50.00;-75.25;1
-50.00;-75.00;1
-50.00;-74.50;1
-50.00;-74.25;1
-50.00;-74.00;1
-50.00;-73.75;1
-50.00;-73.50;1
-50.00;-73.25;1
-50.00;-73.00;1
-50.00;-72.75;1
-50.00;-72.50;1
-50.00;-72.25;1
-50.00;-72.00;1
-50.00;-71.75;1
-50.00;-71.50;1
-50.00;-71.25;1
-50.00;-71.00;1
-50.00;-70.75;1
-50.00;-70.50;1
-50.00;-70.25;1
-50.00;-70.00;1
-50.00;-69.75;1
-50.00;-69.50;0
-50.00;-69.25;0
-50.00;-69.00;0
-50.00;-68.75;0
-49.75;-75.00;1
-49.75;-74.75;1
-49.75;-74.25;1
-49.75;-74.00;1
-49.75;-73.75;1
-49.75;-73.50;1
-49.75;-73.25;1
-49.75;-73.00;1
-49.75;-72.75;1
-49.75;-72.50;1
-49.75;-72.25;1
-49.75;-72.00;1
-49.75;-71.75;1
-49.75;-71.50;1
-49.75;-71.25;1
-49.75;-71.00;1
-49.75;-70.75;1
-49.75;-70.50;1
-49.75;-70.25;1
-49.75;-70.00;1
-49.75;-69.75;0
-49.75;-69.50;0
-49.75;-69.25;0
-49.75;-69.00;0
-49.75;-68.75;0
-49.75;-68.50;0
-49.75;-68.25;0
-49.75;-68.00;0
-49.50;-75.50;1
-49.50;-75.25;1
-49.50;-75.00;1
-49.50;-74.75;1
-49.50;-74.50;1
-49.50;-74.25;1
-49.50;-73.75;1
-49.50;-73.50;1
-49.50;-73.25;1
-49.50;-73.00;1
-49.50;-72.75;1
-49.50;-72.50;1
-49.50;-72.25;1
-49.50;-72.00;1
-49.50;-71.75;1
-49.50;-71.50;1
-49.50;-71.25;1
-49.50;-71.00;1
-49.50;-70.75;1
-49.50;-70.50;1
-49.50;-70.25;0
-49.50;-70.00;0
-49.50;-69.75;0
-49.50;-69.50;0
-49.50;-69.25;0
-49.50;-69.00;0
-49.50;-68.75;0
-49.50;-68.50;0
-49.50;-68.25;0
-49.50;-68.00;0
-49.25;-75.50;1
-49.25;-75.25;1
-49.25;-75.00;1
-49.25;-74.75;1
-49.25;-74.50;1
-49.25;-74.00;1
-49.25;-73.75;1
-49.25;-73.50;1
-49.25;-73.25;1
-49.25;-73.00;1
-49.25;-72.75;1
-49.25;-72.50;1
-49.25;-72.25;1
-49.25;-72.00;1
-49.25;-71.75;1
-49.25;-71.50;1
-49.25;-71.25;1
-49.25;-71.00;1
-49.25;-70.75;1
-49.25;-70.50;0
-49.25;-70.25;0
-49.25;-70.00;0
-49.25;-69.75;0
-49.25;-69.50;0
-49.25;-69.25;0
-49.25;-69.00;0
-49.25;-68.75;0
-49.25;-68.50;0
-49.25;-68.25;0
-49.25;-68.00;0
-49.00;-75.75;1
-49.00;-75.25;1
-49.00;-75.00;1
-49.00;-74.75;1
-49.00;-74.50;1
-49.00;-74.25;1
-49.00;-74.00;1
-49.00;-73.75;1
-49.00;-73.50;1
-49.00;-73.25;1
-49.00;-73.00;1
-49.00;-72.75;1
-49.00;-72.50;1
-49.00;-72.25;1
-49.00;-72.00;1
-49.00;-71.75;1
-49.00;-71.50;1
-49.00;-71.25;1
-49.00;-71.00;1
-49.00;-70.75;1
-49.00;-70.50;1
-49.00;-70.25;1
-49.00;-70.00;0
-49.00;-69.75;0
-49.00;-69.50;0
-49.00;-69.25;0
-49.00;-69.00;0
-49.00;-68.75;0
-49.00;-68.50;0
-49.00;-68.25;0
-49.00;-68.00;0
-48.75;-75.50;1
-48.75;-75.25;1
-48.75;-75.00;1
-48.75;-74.75;1
-48.75;-74.50;1
-48.75;-74.25;1
-48.75;-74.00;1
-48.75;-73.75;1
-48.75;-73.50;1
-48.75;-73.25;1
-48.75;-73.00;1
-48.75;-72.75;1
-48.75;-72.50;1
-48.75;-72.25;1
-48.75;-72.00;1
-48.75;-71.75;1
-48.75;-71.50;1
-48.75;-71.25;1
-48.75;-71.00;1
-48.75;-70.75;1
-48.75;-70.50;1
-48.75;-70.25;1
-48.75;-70.00;1
-48.75;-69.75;0
-48.75;-69.50;0
-48.75;-69.25;0
-48.75;-69.00;0
-48.75;-68.75;0
-48.75;-68.50;0
-48.75;-68.25;0
-48.75;-68.00;0
-48.75;-67.75;0
-48.75;-67.50;0
-48.50;-75.75;1
-48.50;-75.50;1
-48.50;-75.25;1
-48.50;-75.00;1
-48.50;-74.75;1
-48.50;-74.25;1
-48.50;-74.00;1
-48.50;-73.75;1
-48.50;-73.50;1
-48.50;-73.25;1
-48.50;-73.00;1
-48.50;-72.75;1
-48.50;-72.50;1
-48.50;-72.25;1
-48.50;-72.00;1
-48.50;-71.75;1
-48.50;-71.50;1
-48.50;-71.25;1
-48.50;-71.00;1
-48.50;-70.75;1
-48.50;-70.50;1
-48.50;-70.25;1
-48.50;-70.00;1
-48.50;-69.75;1
-48.50;-69.50;1
-48.50;-69.25;0
-48.50;-69.00;0
-48.50;-68.75;0
-48.50;-68.50;0
-48.50;-68.25;0
-48.50;-68.00;0
-48.50;-67.75;0
-48.50;-67.50;0
-48.50;-67.25;0
-48.25;-75.50;1
-48.25;-74.75;1
-48.25;-74.50;1
-48.25;-74.25;1
-48.25;-74.00;1
-48.25;-73.75;1
-48.25;-73.50;1
-48.25;-73.25;1
-48.25;-73.00;1
-48.25;-72.75;1
-48.25;-72.50;1
-48.25;-72.25;1
-48.25;-72.00;1
-48.25;-71.75;1
-48.25;-71.50;1
-48.25;-71.25;1
-48.25;-71.00;1
-48.25;-70.75;1
-48.25;-70.50;1
-48.25;-70.25;1
-48.25;-70.00;1
-48.25;-69.75;1
-48.25;-69.50;1
-48.25;-69.25;1
-48.25;-69.00;0
-48.25;-68.75;0
-48.25;-68.50;0
-48.25;-68.25;0
-48.25;-68.00;0
-48.25;-67.75;0
-48.25;-67.50;0
-48.25;-67.25;0
-48.25;-67.00;0
-48.25;-66.75;0
-48.00;-75.50;1
-48.00;-75.25;1
-48.00;-75.00;1
-48.00;-74.50;1
-48.00;-74.25;1
-48.00;-73.75;1
-48.00;-73.50;1
-48.00;-73.25;1
-48.00;-73.00;1
-48.00;-72.75;1
-48.00;-72.50;1
-48.00;-72.25;1
-48.00;-72.00;1
-48.00;-71.75;1
-48.00;-71.50;1
-48.00;-71.25;1
-48.00;-71.00;1
-48.00;-70.75;1
-48.00;-70.50;1
-48.00;-70.25;1
-48.00;-70.00;1
-48.00;-69.75;1
-48.00;-69.50;1
-48.00;-69.25;1
-48.00;-69.00;0
-48.00;-68.75;0
-48.00;-68.50;0
-48.00;-68.25;0
-48.00;-68.00;0
-48.00;-67.75;0
-48.00;-67.50;0
-48.00;-67.25;0
-48.00;-67.00;0
-48.00;-66.75;0
-48.00;-66.50;0
-48.00;-66.25;0
-47.75;-75.25;1
-47.75;-74.75;1
-47.75;-74.50;1
-47.75;-74.25;1
-47.75;-73.75;1
-47.75;-73.50;1
-47.75;-73.25;1
-47.75;-73.00;1
-47.75;-72.75;1
-47.75;-72.50;1
-47.75;-72.25;1
-47.75;-72.00;1
-47.75;-71.75;1
-47.75;-71.50;1
-47.75;-71.25;1
-47.75;-71.00;1
-47.75;-70.75;1
-47.75;-70.50;1
-47.75;-70.25;1
-47.75;-70.00;1
-47.75;-69.75;1
-47.75;-69.50;1
-47.75;-69.25;1
-47.75;-69.00;0
-47.75;-68.75;0
-47.75;-68.50;0
-47.75;-68.25;0
-47.75;-68.00;0
-47.75;-67.75;0
-47.75;-67.50;0
-47.75;-67.25;0
-47.75;-67.00;0
-47.75;-66.75;0
-47.75;-66.50;0
-47.75;-66.25;0
-47.75;-66.00;0
-47.50;-74.75;1
-47.50;-74.50;1
-47.50;-74.25;1
-47.50;-74.00;1
-47.50;-73.75;1
-47.50;-73.50;1
-47.50;-73.25;1
-47.50;-73.00;1
-47.50;-72.75;1
-47.50;-72.50;1
-47.50;-72.25;1
-47.50;-72.00;1
-47.50;-71.75;1
-47.50;-71.50;1
-47.50;-71.25;1
-47.50;-71.00;1
-47.50;-70.75;1
-47.50;-70.50;1
-47.50;-70.25;1
-47.50;-70.00;1
-47.50;-69.75;1
-47.50;-69.50;1
-47.50;-69.25;1
-47.50;-69.00;0
-47.50;-68.75;0
-47.50;-68.50;0
-47.50;-68.25;0
-47.50;-68.00;0
-47.50;-67.75;0
-47.50;-67.50;0
-47.50;-67.25;0
-47.50;-67.00;0
-47.50;-66.75;0
-47.50;-66.50;0
-47.50;-66.25;0
-47.50;-66.00;0
-47.25;-74.50;1
-47.25;-74.25;1
-47.25;-74.00;1
-47.25;-73.75;1
-47.25;-73.50;1
-47.25;-73.25;1
-47.25;-73.00;1
-47.25;-72.75;1
-47.25;-72.50;1
-47.25;-72.25;1
-47.25;-72.00;1
-47.25;-71.75;1
-47.25;-71.50;1
-47.25;-71.25;1
-47.25;-71.00;1
-47.25;-70.75;1
-47.25;-70.50;1
-47.25;-70.25;1
-47.25;-70.00;1
-47.25;-69.75;1
-47.25;-69.50;1
-47.25;-69.25;1
-47.25;-69.00;0
-47.25;-68.75;0
-47.25;-68.50;0
-47.25;-68.25;0
-47.25;-68.00;0
-47.25;-67.75;0
-47.25;-67.50;0
-47.25;-67.25;0
-47.25;-67.00;0
-47.25;-66.75;0
-47.25;-66.50;0
-47.25;-66.25;0
-47.25;-66.00;1
-47.00;-74.50;1
-47.00;-74.25;1
-47.00;-74.00;1
-47.00;-73.75;1
-47.00;-73.50;1
-47.00;-73.25;1
-47.00;-73.00;1
-47.00;-72.75;1
-47.00;-72.50;1
-47.00;-72.25;1
-47.00;-72.00;1
-47.00;-71.75;1
-47.00;-71.50;1
-47.00;-71.25;1
-47.00;-71.00;1
-47.00;-70.75;1
-47.00;-70.50;1
-47.00;-70.25;0
-47.00;-70.00;0
-47.00;-69.75;0
-47.00;-69.50;0
-47.00;-69.25;0
-47.00;-69.00;0
-47.00;-68.75;0
-47.00;-68.50;0
-47.00;-68.25;0
-47.00;-68.00;0
-47.00;-67.75;0
-47.00;-67.50;0
-47.00;-67.25;0
-47.00;-67.00;0
-47.00;-66.75;0
-47.00;-66.50;0
-47.00;-66.25;1
-47.00;-66.00;1
-46.75;-75.50;1
-46.75;-74.50;1
-46.75;-74.25;1
-46.75;-74.00;1
-46.75;-73.75;1
-46.75;-73.50;1
-46.75;-73.25;1
-46.75;-73.00;1
-46.75;-72.75;1
-46.75;-72.50;1
-46.75;-72.25;1
-46.75;-72.00;1
-46.75;-71.75;1
-46.75;-71.50;1
-46.75;-71.25;1
-46.75;-71.00;1
-46.75;-70.75;1
-46.75;-70.50;0
-46.75;-70.25;0
-46.75;-70.00;0
-46.75;-69.75;0
-46.75;-69.50;0
-46.75;-69.25;0
-46.75;-69.00;0
-46.75;-68.75;0
-46.75;-68.50;0
-46.75;-68.25;0
-46.75;-68.00;0
-46.75;-67.75;0
-46.75;-67.50;0
-46.75;-67.25;0
-46.50;-75.50;1
-46.50;-75.25;1
-46.50;-75.00;1
-46.50;-74.75;1
-46.50;-74.50;1
-46.50;-74.25;1
-46.50;-74.00;1
-46.50;-73.75;1
-46.50;-73.50;1
-46.50;-73.25;1
-46.50;-73.00;1
-46.50;-72.75;1
-46.50;-72.50;1
-46.50;-72.25;1
-46.50;-72.00;1
-46.50;-71.75;1
-46.50;-71.50;1
-46.50;-71.25;1
-46.50;-71.00;1
-46.50;-70.75;1
-46.50;-70.50;0
-46.50;-70.25;0
-46.50;-70.00;0
-46.50;-69.75;0
-46.50;-69.50;0
-46.50;-69.25;0
-46.50;-69.00;0
-46.50;-68.75;0
-46.50;-68.50;0
-46.50;-68.25;0
-46.50;-68.00;0
-46.50;-67.75;0
-46.50;-67.50;0
-46.25;-75.25;1
-46.25;-75.00;1
-46.25;-74.75;1
-46.25;-74.50;1
-46.25;-74.25;1
-46.25;-74.00;1
-46.25;-73.75;1
-46.25;-73.50;1
-46.25;-73.25;1
-46.25;-73.00;1
-46.25;-72.75;1
-46.25;-72.50;1
-46.25;-72.25;1
-46.25;-72.00;1
-46.25;-71.75;1
-46.25;-71.50;1
-46.25;-71.25;1
-46.25;-71.00;1
-46.25;-70.75;1
-46.25;-70.50;0
-46.25;-70.25;0
-46.25;-70.00;0
-46.25;-69.75;0
-46.25;-69.50;0
-46.25;-69.25;0
-46.25;-69.00;0
-46.25;-68.75;0
-46.25;-68.50;0
-46.25;-68.25;0
-46.25;-68.00;0
-46.25;-67.75;0
-46.00;-74.75;1
-46.00;-74.50;1
-46.00;-74.25;1
-46.00;-73.75;1
-46.00;-73.50;1
-46.00;-73.25;1
-46.00;-73.00;1
-46.00;-72.75;1
-46.00;-72.50;1
-46.00;-72.25;1
-46.00;-72.00;1
-46.00;-71.75;1
-46.00;-71.50;1
-46.00;-71.25;1
-46.00;-71.00;1
-46.00;-70.75;1
-46.00;-70.50;0
-46.00;-70.25;0
-46.00;-70.00;0
-46.00;-69.75;0
-46.00;-69.50;0
-46.00;-69.25;0
-46.00;-69.00;0
-46.00;-68.75;0
-46.00;-68.50;0
-46.00;-68.25;0
-46.00;-68.00;0
-45.75;-74.75;1
-45.75;-74.50;1
-45.75;-74.25;1
-45.75;-74.00;1
-45.75;-73.50;1
-45.75;-73.25;1
-45.75;-73.00;1
-45.75;-72.75;1
-45.75;-72.50;1
-45.75;-72.25;1
-45.75;-72.00;1
-45.75;-71.75;1
-45.75;-71.50;1
-45.75;-71.25;1
-45.75;-71.00;1
-45.75;-70.75;0
-45.75;-70.50;0
-45.75;-70.25;0
-45.75;-70.00;0
-45.75;-69.75;0
-45.75;-69.50;0
-45.75;-69.25;0
-45.75;-69.00;0
-45.75;-68.75;0
-45.75;-68.50;0
-45.75;-68.25;0
-45.75;-68.00;0
-45.75;-67.75;0
-45.50;-74.75;1
-45.50;-74.50;1
-45.50;-74.00;1
-45.50;-73.75;1
-45.50;-73.50;1
-45.50;-73.25;1
-45.50;-73.00;1
-45.50;-72.75;1
-45.50;-72.50;1
-45.50;-72.25;1
-45.50;-72.00;1
-45.50;-71.75;1
-45.50;-71.50;1
-45.50;-71.25;1
-45.50;-71.00;1
-45.50;-70.75;0
-45.50;-70.50;0
-45.50;-70.25;0
-45.50;-70.00;0
-45.50;-69.75;0
-45.50;-69.50;0
-45.50;-69.25;0
-45.50;-69.00;0
-45.50;-68.75;0
-45.50;-68.50;0
-45.50;-68.25;0
-45.50;-68.00;0
-45.50;-67.75;0
-45.50;-67.50;0
-45.25;-74.50;1
-45.25;-73.00;1
-45.25;-72.75;1
-45.25;-72.50;1
-45.25;-72.25;1
-45.25;-72.00;1
-45.25;-71.75;1
-45.25;-71.50;1
-45.25;-71.25;1
-45.25;-71.00;1
-45.25;-70.75;0
-45.25;-70.50;0
-45.25;-70.25;0
-45.25;-70.00;0
-45.25;-69.75;0
-45.25;-69.50;0
-45.25;-69.25;0
-45.25;-69.00;0
-45.25;-68.75;0
-45.25;-68.50;0
-45.25;-68.25;0
-45.25;-68.00;0
-45.25;-67.75;0
-45.25;-67.50;0
-45.25;-67.25;0
-45.00;-74.50;1
-45.00;-74.25;1
-45.00;-74.00;1
-45.00;-73.50;1
-45.00;-73.25;1
-45.00;-73.00;1
-45.00;-72.75;1
-45.00;-72.50;1
-45.00;-72.25;1
-45.00;-72.00;1
-45.00;-71.75;1
-45.00;-71.50;1
-45.00;-71.25;1
-45.00;-71.00;1
-45.00;-70.75;0
-45.00;-70.50;0
-45.00;-70.25;0
-45.00;-70.00;0
-45.00;-69.75;0
-45.00;-69.50;0
-45.00;-69.25;0
-45.00;-69.00;0
-45.00;-68.75;0
-45.00;-68.50;0
-45.00;-68.25;0
-45.00;-68.00;0
-45.00;-67.75;0
-45.00;-67.50;0
-45.00;-67.25;0
-45.00;-67.00;0
-45.00;-66.75;0
-44.75;-75.25;1
-44.75;-74.25;1
-44.75;-73.25;1
-44.75;-73.00;1
-44.75;-72.75;1
-44.75;-72.50;1
-44.75;-72.25;1
-44.75;-72.00;1
-44.75;-71.75;1
-44.75;-71.50;1
-44.75;-71.25;1
-44.75;-71.00;1
-44.75;-70.75;0
-44.75;-70.50;0
-44.75;-70.25;0
-44.75;-70.00;0
-44.75;-69.75;0
-44.75;-69.50;0
-44.75;-69.25;0
-44.75;-69.00;0
-44.75;-68.75;0
-44.75;-68.50;0
-44.75;-68.25;0
-44.75;-68.00;0
-44.75;-67.75;0
-44.75;-67.50;0
-44.75;-67.25;0
-44.75;-67.00;0
-44.75;-66.75;0
-44.75;-66.50;0
-44.75;-66.25;0
-44.75;-66.00;0
-44.50;-74.75;1
-44.50;-74.50;1
-44.50;-74.25;1
-44.50;-73.75;1
-44.50;-73.50;1
-44.50;-73.25;1
-44.50;-73.00;1
-44.50;-72.75;1
-44.50;-72.50;1
-44.50;-72.25;1
-44.50;-72.00;1
-44.50;-71.75;1
-44.50;-71.50;1
-44.50;-71.25;1
-44.50;-71.00;1
-44.50;-70.75;0
-44.50;-70.50;0
-44.50;-70.25;0
-44.50;-70.00;0
-44.50;-69.75;0
-44.50;-69.50;0
-44.50;-69.25;0
-44.50;-69.00;0
-44.50;-68.75;0
-44.50;-68.50;0
-44.50;-68.25;0
-44.50;-68.00;0
-44.50;-67.75;0
-44.50;-67.50;0
-44.50;-67.25;0
-44.50;-67.00;0
-44.50;-66.75;0
-44.50;-66.50;0
-44.50;-66.25;0
-44.50;-66.00;0
-44.50;-65.75;0
-44.25;-74.25;1
-44.25;-74.00;1
-44.25;-73.00;1
-44.25;-72.75;1
-44.25;-72.50;1
-44.25;-72.25;1
-44.25;-72.00;1
-44.25;-71.75;1
-44.25;-71.50;1
-44.25;-71.25;1
-44.25;-71.00;1
-44.25;-70.75;0
-44.25;-70.50;0
-44.25;-70.25;0
-44.25;-70.00;0
-44.25;-69.75;0
-44.25;-69.50;0
-44.25;-69.25;0
-44.25;-69.00;0
-44.25;-68.75;0
-44.25;-68.50;0
-44.25;-68.25;0
-44.25;-68.00;0
-44.25;-67.75;0
-44.25;-67.50;0
-44.25;-67.25;0
-44.25;-67.00;0
-44.25;-66.75;0
-44.25;-66.50;0
-44.25;-66.25;0
-44.25;-66.00;0
-44.25;-65.75;0
-44.25;-65.50;0
-44.00;-74.00;1
-44.00;-73.75;1
-44.00;-73.25;1
-44.00;-73.00;1
-44.00;-72.75;1
-44.00;-72.50;1
-44.00;-72.25;1
-44.00;-72.00;1
-44.00;-71.75;1
-44.00;-71.50;1
-44.00;-71.25;1
-44.00;-71.00;1
-44.00;-70.75;0
-44.00;-70.50;0
-44.00;-70.25;0
-44.00;-70.00;0
-44.00;-69.75;0
-44.00;-69.50;0
-44.00;-69.25;0
-44.00;-69.00;0
-44.00;-68.75;0
-44.00;-68.50;0
-44.00;-68.25;0
-44.00;-68.00;0
-44.00;-67.75;0
-44.00;-67.50;0
-44.00;-67.25;0
-44.00;-67.00;0
-44.00;-66.75;0
-44.00;-66.50;0
-44.00;-66.25;0
-44.00;-66.00;0
-44.00;-65.75;0
-44.00;-65.50;0
-43.75;-74.25;1
-43.75;-74.00;1
-43.75;-73.00;1
-43.75;-72.75;1
-43.75;-72.50;1
-43.75;-72.25;1
-43.75;-72.00;1
-43.75;-71.75;1
-43.75;-71.50;1
-43.75;-71.25;1
-43.75;-71.00;1
-43.75;-70.75;0
-43.75;-70.50;0
-43.75;-70.25;0
-43.75;-70.00;0
-43.75;-69.75;0
-43.75;-69.50;0
-43.75;-69.25;0
-43.75;-69.00;0
-43.75;-68.75;0
-43.75;-68.50;0
-43.75;-68.25;0
-43.75;-68.00;0
-43.75;-67.75;0
-43.75;-67.50;0
-43.75;-67.25;0
-43.75;-67.00;0
-43.75;-66.75;0
-43.75;-66.50;0
-43.75;-66.25;0
-43.75;-66.00;0
-43.75;-65.75;0
-43.75;-65.50;0
-43.50;-74.75;1
-43.50;-73.00;1
-43.50;-72.75;1
-43.50;-72.50;1
-43.50;-72.25;1
-43.50;-72.00;1
-43.50;-71.75;1
-43.50;-71.50;1
-43.50;-71.25;1
-43.50;-71.00;1
-43.50;-70.75;0
-43.50;-70.50;0
-43.50;-70.25;0
-43.50;-70.00;0
-43.50;-69.75;0
-43.50;-69.50;0
-43.50;-69.25;0
-43.50;-69.00;0
-43.50;-68.75;0
-43.50;-68.50;0
-43.50;-68.25;0
-43.50;-68.00;0
-43.50;-67.75;0
-43.50;-67.50;0
-43.50;-67.25;0
-43.50;-67.00;0
-43.50;-66.75;0
-43.50;-66.50;0
-43.50;-66.25;0
-43.50;-66.00;0
-43.50;-65.75;0
-43.50;-65.50;0
-43.25;-74.25;1
-43.25;-74.00;1
-43.25;-73.00;1
-43.25;-72.75;1
-43.25;-72.50;1
-43.25;-72.25;1
-43.25;-72.00;1
-43.25;-71.75;1
-43.25;-71.50;1
-43.25;-71.25;1
-43.25;-71.00;0
-43.25;-70.75;0
-43.25;-70.50;0
-43.25;-70.25;0
-43.25;-70.00;0
-43.25;-69.75;0
-43.25;-69.50;0
-43.25;-69.25;0
-43.25;-69.00;0
-43.25;-68.75;0
-43.25;-68.50;0
-43.25;-68.25;0
-43.25;-68.00;0
-43.25;-67.75;0
-43.25;-67.50;0
-43.25;-67.25;0
-43.25;-67.00;0
-43.25;-66.75;0
-43.25;-66.50;0
-43.25;-66.25;0
-43.25;-66.00;0
-43.25;-65.75;0
-43.25;-65.50;0
-43.25;-65.25;0
-43.00;-74.25;1
-43.00;-74.00;1
-43.00;-73.75;1
-43.00;-73.00;1
-43.00;-72.75;1
-43.00;-72.50;1
-43.00;-72.25;1
-43.00;-72.00;1
-43.00;-71.75;1
-43.00;-71.50;1
-43.00;-71.25;1
-43.00;-71.00;0
-43.00;-70.75;0
-43.00;-70.50;0
-43.00;-70.25;0
-43.00;-70.00;0
-43.00;-69.75;0
-43.00;-69.50;0
-43.00;-69.25;0
-43.00;-69.00;0
-43.00;-68.75;0
-43.00;-68.50;0
-43.00;-68.25;0
-43.00;-68.00;0
-43.00;-67.75;0
-43.00;-67.50;0
-43.00;-67.25;0
-43.00;-67.00;0
-43.00;-66.75;0
-43.00;-66.50;0
-43.00;-66.25;0
-43.00;-66.00;0
-43.00;-65.75;0
-43.00;-65.50;0
-43.00;-65.25;0
-43.00;-65.00;0
-42.75;-74.25;1
-42.75;-74.00;1
-42.75;-73.75;1
-42.75;-72.75;1
-42.75;-72.50;1
-42.75;-72.25;1
-42.75;-72.00;1
-42.75;-71.75;1
-42.75;-71.50;1
-42.75;-71.25;1
-42.75;-71.00;0
-42.75;-70.75;0
-42.75;-70.50;0
-42.75;-70.25;0
-42.75;-70.00;0
-42.75;-69.75;0
-42.75;-69.50;0
-42.75;-69.25;0
-42.75;-69.00;0
-42.75;-68.75;0
-42.75;-68.50;0
-42.75;-68.25;0
-42.75;-68.00;0
-42.75;-67.75;0
-42.75;-67.50;0
-42.75;-67.25;0
-42.75;-67.00;0
-42.75;-66.75;0
-42.75;-66.50;0
-42.75;-66.25;0
-42.75;-66.00;0
-42.75;-65.75;0
-42.75;-65.50;0
-42.75;-65.25;0
-42.75;-65.00;0
-42.75;-64.25;1
-42.50;-74.25;1
